enzyme	enzyme_name	ec	module	module_name
ko:K23270	 phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] [RN:R04463]	K23270	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K01933	 phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] [RN:R04208]	K01933	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K11787	 phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] [RN:R04208]	K11787	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K11788	 phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] [RN:R04208]	K11788	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K01587	 phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21] [RN:R04209]	K01587	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K11808	 phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21] [RN:R04209]	K11808	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K01589	 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18] [RN:R07405]	K01589	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K01588	 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18] [RN:R07404]	K01588	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K01923	 phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] [RN:R04591]	K01923	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K01587	 phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] [RN:R04591]	K01587	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K13713	 fusion protein PurCD [EC:6.3.2.6 6.3.4.13] [RN:R04144 R04591]	K13713	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K01756	 adenylosuccinate lyase [EC:4.3.2.2] [RN:R04559]	K01756	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K00602	 phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10] [RN:R04560 R01127]	K00602	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K01492	 phosphoribosylaminoimidazolecarboxamide formyltransferase [EC: 2.1.2.3] [RN:R04560]	K01492	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K06863	 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23] [RN:R06975]	K06863	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K11176	 IMP cyclohydrolase [EC:3.5.4.10] [RN:R01127]	K11176	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
ko:K01939	 adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	K01939	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
ko:K01756	 adenylosuccinate lyase [EC:4.3.2.2] [RN:R01083]	K01756	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
ko:K00939	 adenylate kinase [EC:2.7.4.3] [RN:R00127]	K00939	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
ko:K18532	 adenylate kinase [EC:2.7.4.3] [RN:R00127]	K18532	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
ko:K18533	 adenylate kinase [EC:2.7.4.3] [RN:R00127]	K18533	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
ko:K00944	 nucleoside-triphosphate--adenylate kinase [EC:2.7.4.10] [RN:R00333]	K00944	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
ko:K00940	 nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R00124]	K00940	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
ko:K00873	 pyruvate kinase [EC:2.7.1.40] [RN:R00200]	K00873	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
ko:K12406	 pyruvate kinase [EC:2.7.1.40] [RN:R00200]	K12406	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
ko:K00088	 IMP dehydrogenase [EC:1.1.1.205] [RN:R01130]	K00088	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
ko:K01951	 GMP synthase [EC:6.3.5.2] [RN:R01230 R01231]	K01951	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
ko:K00942	 guanylate kinase [EC:2.7.4.8] [RN:R00332]	K00942	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
ko:K00940	 nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R00330]	K00940	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
ko:K18533	 nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R00330]	K18533	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
ko:K00873	 pyruvate kinase [EC:2.7.1.40] [RN:R00430]	K00873	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
ko:K12406	 pyruvate kinase [EC:2.7.1.40] [RN:R00430]	K12406	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
ko:K11540	 carbamoyl-phosphate synthase [EC:6.3.5.5] [RN:R00575]	K11540	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K11541	 carbamoyl-phosphate synthase [EC:6.3.5.5] [RN:R00575]	K11541	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K01954	 carbamoyl-phosphate synthase [EC:6.3.5.5] [RN:R00575]	K01954	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K01955	 carbamoyl-phosphate synthase [EC:6.3.5.5] [RN:R00575]	K01955	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K01956	 carbamoyl-phosphate synthase [EC:6.3.5.5] [RN:R00575]	K01956	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K11540	 aspartate carbamoyltransferase [EC:2.1.3.2] [RN:R01397]	K11540	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K11541	 aspartate carbamoyltransferase [EC:2.1.3.2] [RN:R01397]	K11541	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K00609	 aspartate carbamoyltransferase [EC:2.1.3.2] [RN:R01397]	K00609	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K00610	 aspartate carbamoyltransferase [EC:2.1.3.2] [RN:R01397]	K00610	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K00608	 aspartate carbamoyltransferase [EC:2.1.3.2] [RN:R01397]	K00608	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K11540	 dihydroorotase [EC:3.5.2.3] [RN:R01993]	K11540	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K01465	 dihydroorotase [EC:3.5.2.3] [RN:R01993]	K01465	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K00226	 dihydroorotate dehydrogenase [EC:1.3.98.1] [RN:R01867]	K00226	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K00254	 dihydroorotate dehydrogenase [EC:1.3.5.2] [RN:R01868]	K00254	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K17828	 dihydroorotate dehydrogenase [EC:1.3.1.14] [RN:R01869]	K17828	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K13421	 orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	K13421	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K00762	 orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	K00762	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K13421	 orotidine-5'-phosphate decarboxylase [EC:4.1.1.23] [RN:R00965]	K13421	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K01591	 orotidine-5'-phosphate decarboxylase [EC:4.1.1.23] [RN:R00965]	K01591	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
ko:K13800	 cytidylate kinase [EC:2.7.4.14] [RN:R00158]	K13800	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
ko:K13809	 cytidylate kinase [EC:2.7.4.14] [RN:R00158]	K13809	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
ko:K09903	 uridylate kinase [EC:2.7.4.22] [RN:R00158]	K09903	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
ko:K00940	 nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R00156]	K00940	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
ko:K18533	 nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R00156]	K18533	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
ko:K01937	 CTP synthase [EC:6.3.4.2] [RN:R00571 R00573]	K01937	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
ko:K00524	 ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	K00524	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K00525	 ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	K00525	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K00526	 ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	K00526	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K10807	 ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	K10807	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K10808	 ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	K10808	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K00940	 nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R02326 R02093]	K00940	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K18533	 nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R02326 R02093]	K18533	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K00527	 ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	K00527	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K21636	 ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	K21636	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K01494	 dCTP deaminase [EC:3.5.4.13] [RN:R02325]	K01494	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K01520	 dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	K01520	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K00560	 thymidylate synthase [EC:2.1.1.45] [RN:R02101]	K00560	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K13998	 thymidylate synthase [EC:2.1.1.45] [RN:R02101]	K13998	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K00943	 dTMP kinase [EC:2.7.4.9] [RN:R02094]	K00943	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
ko:K01001	 ALG7 [EC:2.7.8.15] [RN:R05969]	K01001	M00055	N-glycan precursor biosynthesis
ko:K07432	 ALG13+ALG14 [EC:2.4.1.141] [RN:R05970]	K07432	M00055	N-glycan precursor biosynthesis
ko:K07441	 ALG13+ALG14 [EC:2.4.1.141] [RN:R05970]	K07441	M00055	N-glycan precursor biosynthesis
ko:K03842	 ALG1 [EC:2.4.1.142] [RN:R05972]	K03842	M00055	N-glycan precursor biosynthesis
ko:K03843	 ALG2 [EC:2.4.1.132 2.4.1.257] [RN:R05973 R06238]	K03843	M00055	N-glycan precursor biosynthesis
ko:K03844	 ALG11 [EC:2.4.1.131] [RN:R06127 R06128]	K03844	M00055	N-glycan precursor biosynthesis
ko:K03845	 ALG3 [EC:2.4.1.130] [RN:R06258]	K03845	M00055	N-glycan precursor biosynthesis
ko:K03846	 ALG9 [EC:2.4.1.259] [RN:R06259]	K03846	M00055	N-glycan precursor biosynthesis
ko:K03847	 ALG12 [EC:2.4.1.130] [RN:R06260]	K03847	M00055	N-glycan precursor biosynthesis
ko:K03846	 ALG9 [EC:2.4.1.261] [RN:R06261]	K03846	M00055	N-glycan precursor biosynthesis
ko:K00729	 ALG5 [EC:2.4.1.117] [RN:R01005]	K00729	M00055	N-glycan precursor biosynthesis
ko:K03848	 ALG6 [EC:2.4.1.267] [RN:R06262]	K03848	M00055	N-glycan precursor biosynthesis
ko:K03849	 ALG8 [EC:2.4.1.265] [RN:R06263]	K03849	M00055	N-glycan precursor biosynthesis
ko:K03850	 ALG10 [EC:2.4.1.256] [RN:R06264]	K03850	M00055	N-glycan precursor biosynthesis
ko:K00710	 GALNT [EC:2.4.1.41] [RN:R05907]	K00710	M00056	O-glycan biosynthesis, mucin type core
ko:K00731	 C1GALT1,C1GALT2 [EC:2.4.1.122 2.4.1.-] [RN:R05908]	K00731	M00056	O-glycan biosynthesis, mucin type core
ko:K09653	 C1GALT1,C1GALT2 [EC:2.4.1.122 2.4.1.-] [RN:R05908]	K09653	M00056	O-glycan biosynthesis, mucin type core
ko:K00727	 GCNT1,GCNT3,GCNT4 [EC:2.4.1.102 2.4.1.-] [RN:R05912 R05915 R05910]	K00727	M00056	O-glycan biosynthesis, mucin type core
ko:K09662	 GCNT1,GCNT3,GCNT4 [EC:2.4.1.102 2.4.1.-] [RN:R05912 R05915 R05910]	K09662	M00056	O-glycan biosynthesis, mucin type core
ko:K09663	 GCNT1,GCNT3,GCNT4 [EC:2.4.1.102 2.4.1.-] [RN:R05912 R05915 R05910]	K09663	M00056	O-glycan biosynthesis, mucin type core
ko:K00739	 B3GNT6 [EC:2.4.1.147] [RN:R05909]	K00739	M00056	O-glycan biosynthesis, mucin type core
ko:K00771	 protein xylosyltransferase [EC:2.4.2.26] [RN:R05925]	K00771	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide
ko:K00733	 xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133] [RN:R05926]	K00733	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide
ko:K00734	 galactosylxylosylprotein 3-beta-galactosyltransferase [EC:2.4.1.134] [RN:R05927]	K00734	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide
ko:K10158	 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase [EC:2.4.1.135] [RN:R05928]	K10158	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide
ko:K00746	 N-acetylgalactosaminyltransferase I [EC:2.4.1.174] [RN:R05929]	K00746	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone
ko:K03419	 N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase [EC:2.4.1.226] [RN:R05931]	K03419	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone
ko:K13499	 chondroitin synthase [EC:2.4.1.175 2.4.1.226] [RN:R05931 R05932]	K13499	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone
ko:K00747	 chondroitin synthase [EC:2.4.1.175 2.4.1.226] [RN:R05931 R05932]	K00747	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone
ko:K02369	 alpha-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.223] [RN:R05930]	K02369	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K02370	 alpha-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.223] [RN:R05930]	K02370	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K02366	 glucuronyltransferase [EC:2.4.1.225] [RN:R05935]	K02366	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K02367	 glucuronyltransferase [EC:2.4.1.225] [RN:R05935]	K02367	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K02368	 alpha-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.224] [RN:R05936]	K02368	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K02370	 alpha-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.224] [RN:R05936]	K02370	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K02576	 heparan sulfate N-deacetylase/N-sulfotransferase NDST [EC:3.1.1.- 2.8.2.-]	K02576	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K02577	 heparan sulfate N-deacetylase/N-sulfotransferase NDST [EC:3.1.1.- 2.8.2.-]	K02577	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K02578	 heparan sulfate N-deacetylase/N-sulfotransferase NDST [EC:3.1.1.- 2.8.2.-]	K02578	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K02579	 heparan sulfate N-deacetylase/N-sulfotransferase NDST [EC:3.1.1.- 2.8.2.-]	K02579	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K01793	 heparosan-N-sulfate-glucuronate 5-epimerase [EC:5.1.3.17]	K01793	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone
ko:K00677	 lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129] [RN:R04567]	K00677	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
ko:K02535	 lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108] [RN:R04587]	K02535	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
ko:K02536	 lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191] [RN:R04550]	K02536	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
ko:K03269	 lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54] [RN:R04549]	K03269	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
ko:K00748	 lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182] [RN:R04606]	K00748	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
ko:K00912	 lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130] [RN:R04657]	K00912	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
ko:K02527	 kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13] [RN:R04658]	K02527	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
ko:K02517	 lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241] [RN:R05146]	K02517	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
ko:K02560	 lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243] [RN:R05075]	K02560	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
ko:K01812	 glucuronate isomerase [EC:5.3.1.12] [RN:R01482]	K01812	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
ko:K00040	 fructuronate reductase [EC:1.1.1.57] [RN:R02454]	K00040	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
ko:K01686	 mannonate dehydratase [EC:4.2.1.8] [RN:R05606]	K01686	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
ko:K08323	 mannonate dehydratase [EC:4.2.1.8] [RN:R05606]	K08323	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
ko:K00874	 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45] [RN:R01541]	K00874	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
ko:K01625	 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14] [RN:R05605]	K01625	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
ko:K17463	 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14] [RN:R05605]	K17463	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
ko:K06041	 arabinose-5-phosphate isomerase [EC:5.3.1.13] [RN:R01530]	K06041	M00063	CMP-KDO biosynthesis
ko:K01627	 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55] [RN:R03254]	K01627	M00063	CMP-KDO biosynthesis
ko:K03270	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45] [RN:R03350]	K03270	M00063	CMP-KDO biosynthesis
ko:K00979	 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38] [RN:R03351]	K00979	M00063	CMP-KDO biosynthesis
ko:K03271	 D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28] [RN:R05645]	K03271	M00064	ADP-L-glycero-D-manno-heptose biosynthesis
ko:K03272	 D-beta-D-heptose 7-phosphate kinase [EC:2.7.1.167] [RN:R05646]	K03272	M00064	ADP-L-glycero-D-manno-heptose biosynthesis
ko:K21344	 D-beta-D-heptose 7-phosphate kinase [EC:2.7.1.167] [RN:R05646]	K21344	M00064	ADP-L-glycero-D-manno-heptose biosynthesis
ko:K03273	 D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82] [RN:R05647]	K03273	M00064	ADP-L-glycero-D-manno-heptose biosynthesis
ko:K03272	 D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.7.70] [RN:R05644]	K03272	M00064	ADP-L-glycero-D-manno-heptose biosynthesis
ko:K21345	 D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.7.70] [RN:R05644]	K21345	M00064	ADP-L-glycero-D-manno-heptose biosynthesis
ko:K03274	 ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20] [RN:R05176]	K03274	M00064	ADP-L-glycero-D-manno-heptose biosynthesis
ko:K03857	 PIGA [EC:2.4.1.198] [RN:R05916]	K03857	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K03859	 PIGC [RN:R05916]	K03859	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K03858	 PIGH [RN:R05916]	K03858	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K03861	 PIGP [RN:R05916]	K03861	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K03860	 PIGQ [RN:R05916]	K03860	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K11001	 PIGY [RN:R05916]	K11001	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K11002	 ERI1 [RN:R05916]	K11002	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K09658	 DPM2 [RN:R05916]	K09658	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K03434	 PIGL [EC:3.5.1.89] [RN:R05917]	K03434	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K05283	 PIGW [EC:2.3.-.-] [RN:R05918]	K05283	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K05284	 PIGM [EC:2.4.1.-] [RN:R05919]	K05284	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K07541	 PIGX [RN:R05919]	K07541	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K07542	 PIGV [EC:2.4.1.-] [RN:R12350]	K07542	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K05285	 PIGN [EC:2.7.-.-] [RN:R12351]	K05285	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K05286	 PIGB [EC:2.4.1.-] [RN:R05922]	K05286	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K05288	 PIGO [EC:2.7.-.-] [RN:R08107]	K05288	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K05287	 PIGF [RN:R08107]	K05287	M00065	GPI-anchor biosynthesis, core oligosaccharide
ko:K00720	 ceramide glucosyltransferase [EC:2.4.1.80] [RN:R01497]	K00720	M00066	Lactosylceramide biosynthesis
ko:K07553	 beta-1,4-galactosyltransferase 6 [EC:2.4.1.274] [RN:R03354]	K07553	M00066	Lactosylceramide biosynthesis
ko:K04628	 ceramide galactosyltransferase [EC:2.4.1.47] [RN:R01500 R10804]	K04628	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid
ko:K01019	 galactosylceramide sulfotransferase [EC:2.8.2.11] [RN:R04017 R10805]	K01019	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid
ko:K01988	 A4GALT [EC:2.4.1.228] [RN:R05960]	K01988	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer
ko:K00719	 B3GALNT1 [EC:2.4.1.79] [RN:R05962]	K00719	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer
ko:K03370	 SIAT9 [EC:2.4.99.9] [RN:R05937]	K03370	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3
ko:K03371	 SIAT8A [EC:2.4.99.8 2.4.99.-] [RN:R05940 R05947]	K03371	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3
ko:K03369	 SIAT8E [EC:2.4.99.-] [RN:R05947]	K03369	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3
ko:K03766	 B3GNT5 [EC:2.4.1.206] [RN:R05971]	K03766	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer
ko:K07819	 B3GALT1,B3GALT2,B3GALT5 [EC:2.4.1.86 2.4.1.-] [RN:R06006]	K07819	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer
ko:K07820	 B3GALT1,B3GALT2,B3GALT5 [EC:2.4.1.86 2.4.1.-] [RN:R06006]	K07820	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer
ko:K03877	 B3GALT1,B3GALT2,B3GALT5 [EC:2.4.1.86 2.4.1.-] [RN:R06006]	K03877	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer
ko:K03766	 B3GNT5 [EC:2.4.1.206] [RN:R05971]	K03766	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer
